quarter,fed_funds_avg_rate,fed_funds_percent_change_prev_quarter,fed_funds_st_dev_rate
2009Q4,0.11836956521739121,-0.23309859154929705,0.010085042118611182
2010Q1,0.1338888888888889,0.1311090705030108,0.02921037388620326
2010Q2,0.19197802197802188,0.43386074506406386,0.017011093127053588
2010Q3,0.18880434782608693,-0.016531445210422484,0.011372068278577684
2010Q4,0.18956521739130433,0.004029936672423755,0.013580289812106114
2011Q1,0.1545555555555558,-0.18468399592252663,0.01690429844352215
2011Q2,0.09461538461538452,-0.38782281701045346,0.009580964032646808
2011Q3,0.08358695652173913,-0.11656062212795952,0.01837231085138902
2011Q4,0.07434782608695661,-0.11053315994798327,0.008555487645280238
2012Q1,0.10417582417582424,0.4011952959321372,0.023993792441006
2012Q2,0.15230769230769237,0.4620253164556958,0.018140006313665625
2012Q3,0.14434782608695662,-0.05226174791392154,0.020504855915155558
2012Q4,0.16119565217391307,0.11671686746987896,0.010037554899536252
2013Q1,0.14366666666666678,-0.10874353787367896,0.01589643448114964
2013Q2,0.11582417582417572,-0.19379924020295386,0.026079618865054763
2013Q3,0.08521739130434784,-0.2642521244121764,0.00804906122019935
2013Q4,0.08554347826086955,0.003826530612244582,0.008033464408716552
2014Q1,0.07222222222222222,-0.15572497529295493,0.0071544404028653676
2014Q2,0.09098901098901088,0.25984784446322773,0.007000784885353148
2014Q3,0.08913043478260863,-0.02042638101239198,0.005273231991204502
2014Q4,0.101304347826087,0.13658536585365985,0.017926430318543622
2015Q1,0.11288888888888882,0.11435383881735701,0.01730392203671422
2015Q2,0.12560439560439576,0.11263736263736476,0.012037791529530025
2015Q3,0.13478260869565237,0.07307238769066929,0.015153301665369235
2015Q4,0.16108695652173913,0.1951612903225789,0.0870323486877608
2016Q1,0.35978021978021996,1.233453456125522,0.036967794451628115
2016Q2,0.36934065934065935,0.026572999389125974,0.019596042559784463
2016Q3,0.39489130434782543,0.06917907455079184,0.023463535666482353
2016Q4,0.4481521739130431,0.13487475915221664,0.09902746147958301
2017Q1,0.6988888888888874,0.5594901231573539,0.09882960531334732
2017Q2,0.9473626373626354,0.35552682611506137,0.09858820263922909
2017Q3,1.1536956521739108,0.21779728973235243,0.024029166860495936
2017Q4,1.2027777777777762,0.04254339132801605,0.09912003593167258
2018Q1,1.4489655172413813,0.20468264712909465,0.08390241400688564
2018Q2,1.7271764705882364,0.19200660749782927,0.07549222231628964
2018Q3,1.9234920634920638,0.11366273003763583,0.04718387949695332
2018Q4,2.21709677419355,0.15264149838416918,0.06621839417509708
2019Q1,2.4013114754098384,0.08308825458613325,0.004645933647131987
2019Q2,2.3978125,-0.001457110185691781,0.02400190137970905
2019Q3,2.1978125000000004,-0.08340935748729299,0.17315438335829203
2019Q4,1.8456250000000003,-0.16024456135361867,0.027560539423845263
